"status";"general_jedi_encarregado";"estatura_cm";"massa_em_kilos"
"Apto";"Mace Windu";180,07;84,44
"Apto";"Obi-Wan Kenobi";181,05;83
"Apto";"Yoda";180,03;84,18
"Apto";"Shaak Ti";180,81;84,1
"Apto";"Mace Windu";181,05;84,15
"Apto";"Obi-Wan Kenobi";180,47;83,87
"Apto";"Shaak Ti";180,22;83,21
"Apto";"Obi-Wan Kenobi";180,34;83,23
"Defeituoso";"Shaak Ti";180,33;83,33
"Apto";"Yoda";180,7;83,28
"Apto";"Aayla Secura";180,51;83,78
"Apto";"Obi-Wan Kenobi";180;83,32
"Apto";"Shaak Ti";180,14;83,55
"Apto";"Yoda";180,24;83,76
"Apto";"Aayla Secura";180,75;84,17
"Defeituoso";"Shaak Ti";180,48;83,09
"Apto";"Mace Windu";181,01;84,15
"Apto";"Obi-Wan Kenobi";181,12;83,93
"Apto";"Obi-Wan Kenobi";180,48;83,36
"Apto";"Yoda";180,52;83,69
"Apto";"Obi-Wan Kenobi";180,1;84,21
"Apto";"Shaak Ti";180,49;84,5
"Apto";"Obi-Wan Kenobi";181,05;83,57
"Apto";"Shaak Ti";180,13;83,9
"Apto";"Yoda";180,23;83,22
"Apto";"Obi-Wan Kenobi";180,22;83,83
"Apto";"Mace Windu";180,02;84,42
"Apto";"Shaak Ti";180,06;84,46
"Defeituoso";"Shaak Ti";180,49;83,26
"Apto";"Aayla Secura";181,12;84
"Apto";"Shaak Ti";180,03;83,96
"Apto";"Aayla Secura";180,5;84,11
"Apto";"Mace Windu";180,13;83,41
"Apto";"Yoda";180,1;83,45
"Apto";"Mace Windu";180,13;83,55
"Apto";"Shaak Ti";180,16;83,75
"Apto";"Obi-Wan Kenobi";180,25;83,05
"Apto";"Aayla Secura";180,36;83,22
"Apto";"Mace Windu";180,71;83,97
"Apto";"Aayla Secura";180,77;84,21
"Apto";"Obi-Wan Kenobi";180,56;83,94
"Apto";"Obi-Wan Kenobi";180,92;83,81
"Apto";"Aayla Secura";180,64;83,02
"Apto";"Yoda";180,32;83,87
"Apto";"Obi-Wan Kenobi";180,21;83,45
"Apto";"Yoda";180,46;84,28
"Apto";"Yoda";181,07;83,91
"Apto";"Aayla Secura";180,58;83,59
"Apto";"Aayla Secura";180,35;83,93
"Apto";"Aayla Secura";180,25;83,35
"Apto";"Obi-Wan Kenobi";181,05;84,41
"Defeituoso";"Shaak Ti";180,54;83,21
"Apto";"Yoda";180,65;83,63
"Apto";"Obi-Wan Kenobi";180,75;83,79
"Apto";"Yoda";180,5;83,64
"Apto";"Aayla Secura";180,16;83,86
"Apto";"Yoda";180,11;83,74
"Defeituoso";"Shaak Ti";180,29;83,4
"Apto";"Shaak Ti";180,94;84,41
"Apto";"Mace Windu";181,19;83,42
"Apto";"Obi-Wan Kenobi";180,87;83,11
"Apto";"Yoda";180,44;84,48
"Apto";"Yoda";181,11;84,4
"Apto";"Yoda";180,65;84,46
"Apto";"Yoda";181,09;84,32
"Apto";"Shaak Ti";180,16;83,77
"Apto";"Yoda";180,8;83,5
"Apto";"Obi-Wan Kenobi";180,2;84,19
"Apto";"Mace Windu";180,49;83,98
"Apto";"Mace Windu";180,2;84,5
"Apto";"Aayla Secura";180,33;83,64
"Apto";"Aayla Secura";180,63;83,34
"Apto";"Obi-Wan Kenobi";180,02;84,46
"Apto";"Shaak Ti";180,55;84,27
"Apto";"Mace Windu";180,57;83,65
"Apto";"Obi-Wan Kenobi";180,36;84,09
"Defeituoso";"Shaak Ti";180,4;83,17
"Apto";"Aayla Secura";180,57;83,49
"Apto";"Aayla Secura";180,82;83,26
"Apto";"Yoda";180,96;83,4
"Apto";"Shaak Ti";180,21;84,02
"Apto";"Mace Windu";180,76;83,13
"Defeituoso";"Shaak Ti";180,39;83,08
"Defeituoso";"Yoda";180,45;83,14
"Defeituoso";"Yoda";180,52;83,14
"Apto";"Mace Windu";181,16;83,16
"Apto";"Mace Windu";180,85;84,24
"Apto";"Obi-Wan Kenobi";181,17;84,19
"Apto";"Yoda";180,58;84,14
"Apto";"Mace Windu";180,36;84,49
"Apto";"Mace Windu";180,22;83,31
"Apto";"Shaak Ti";180,27;84,11
"Apto";"Obi-Wan Kenobi";180,18;84,1
"Apto";"Mace Windu";180,17;84,4
"Apto";"Yoda";180,93;83,65
"Apto";"Mace Windu";180,29;84,16
"Apto";"Aayla Secura";180,52;84,22
"Apto";"Yoda";180,67;83,04
"Apto";"Shaak Ti";180,01;83,08
"Apto";"Aayla Secura";180,74;83,84
"Apto";"Obi-Wan Kenobi";181,07;83,51
"Apto";"Yoda";180,1;84,13
"Apto";"Yoda";180,89;83,06
"Apto";"Shaak Ti";180,42;84,14
"Apto";"Shaak Ti";180,9;83,35
"Apto";"Mace Windu";180,49;83,68
"Apto";"Mace Windu";180,78;83,71
"Apto";"Aayla Secura";180,89;83,62
"Apto";"Aayla Secura";181,02;83,94
"Apto";"Aayla Secura";180,37;84,26
"Apto";"Shaak Ti";180,04;83,16
"Apto";"Obi-Wan Kenobi";181,02;83,56
"Apto";"Yoda";180,61;83,12
"Apto";"Obi-Wan Kenobi";180,99;84,03
"Defeituoso";"Yoda";180,5;83,1
"Defeituoso";"Yoda";180,48;83,22
"Apto";"Mace Windu";180,42;83,73
"Apto";"Shaak Ti";180,55;83,47
"Defeituoso";"Shaak Ti";180,31;83,03
"Apto";"Obi-Wan Kenobi";180,96;83,55
"Defeituoso";"Shaak Ti";180,38;83,23
"Apto";"Obi-Wan Kenobi";180,19;83,39
"Apto";"Shaak Ti";180,32;84,09
"Apto";"Mace Windu";181,12;83,73
"Apto";"Yoda";180,41;84,15
"Apto";"Obi-Wan Kenobi";180,02;83,82
"Apto";"Aayla Secura";180,81;84
"Apto";"Aayla Secura";180,05;84,06
"Apto";"Yoda";180,81;83,35
"Apto";"Mace Windu";180,26;83,76
"Apto";"Aayla Secura";180,79;83,18
"Apto";"Shaak Ti";180,38;84,11
"Apto";"Shaak Ti";180,04;83,59
"Apto";"Aayla Secura";180,38;83,07
"Defeituoso";"Shaak Ti";180,53;83,32
"Apto";"Yoda";180,34;83,72
"Defeituoso";"Yoda";180,42;83,08
"Apto";"Mace Windu";180,14;83,79
"Apto";"Yoda";181,09;83,47
"Apto";"Yoda";181,11;83,55
"Apto";"Yoda";181,05;84,07
"Apto";"Aayla Secura";180,65;83,47
"Apto";"Yoda";180,1;83,64
"Defeituoso";"Shaak Ti";180,4;83,35
"Apto";"Mace Windu";180,66;83,53
"Apto";"Obi-Wan Kenobi";180,26;84,08
"Apto";"Shaak Ti";180,44;83,95
"Apto";"Obi-Wan Kenobi";180,16;84,28
"Apto";"Yoda";180,19;84,37
"Apto";"Mace Windu";180,53;83,4
"Apto";"Obi-Wan Kenobi";180,61;83,07
"Apto";"Mace Windu";181,03;83,63
"Apto";"Shaak Ti";181,04;83,33
"Apto";"Yoda";181,19;84,32
"Apto";"Yoda";180,89;83,79
"Defeituoso";"Shaak Ti";180,47;83,06
"Apto";"Obi-Wan Kenobi";181,09;84,18
"Apto";"Yoda";180,85;84,15
"Apto";"Mace Windu";180,19;83,08
"Apto";"Aayla Secura";180,34;83,51
"Apto";"Mace Windu";180,06;83,27
"Apto";"Yoda";181,06;83,74
"Apto";"Shaak Ti";180,63;84,34
"Apto";"Aayla Secura";181,08;84,02
"Apto";"Aayla Secura";180,2;83,91
"Apto";"Shaak Ti";180,28;84,34
"Apto";"Yoda";181,18;83,31
"Apto";"Shaak Ti";181,08;84,02
"Defeituoso";"Yoda";180,4;83,25
"Apto";"Aayla Secura";180,67;83,32
"Apto";"Obi-Wan Kenobi";180,68;83,83
"Apto";"Yoda";180,57;84,44
"Apto";"Shaak Ti";181,13;84,4
"Apto";"Mace Windu";180,38;84,16
"Apto";"Aayla Secura";180,02;83,85
"Apto";"Yoda";180,61;84,19
"Apto";"Mace Windu";180,69;83,9
"Apto";"Obi-Wan Kenobi";180,63;83,67
"Apto";"Obi-Wan Kenobi";180,76;84,07
"Apto";"Mace Windu";180,34;83,86
"Apto";"Shaak Ti";181,16;83,42
"Apto";"Shaak Ti";180,65;83,52
"Defeituoso";"Yoda";180,53;83,02
"Apto";"Aayla Secura";181,02;83,59
"Apto";"Shaak Ti";180,25;83,41
"Apto";"Shaak Ti";180,01;84,11
"Apto";"Mace Windu";180,45;84,07
"Apto";"Yoda";180,81;83,57
"Apto";"Yoda";180,67;83,37
"Apto";"Shaak Ti";180,4;83,95
"Apto";"Obi-Wan Kenobi";180,04;83,92
"Apto";"Obi-Wan Kenobi";180,44;84,18
"Apto";"Shaak Ti";181,11;83,94
"Apto";"Mace Windu";180;83,29
"Apto";"Mace Windu";180,99;83,57
"Apto";"Yoda";180,46;83,5
"Apto";"Aayla Secura";180,7;84,48
"Apto";"Mace Windu";180,22;83,86
"Apto";"Mace Windu";180,96;84,35
"Defeituoso";"Shaak Ti";180,25;83,3
"Apto";"Yoda";180,43;83,72
"Apto";"Yoda";180,15;84,22
"Apto";"Yoda";180,47;83,91
"Apto";"Shaak Ti";181,14;83,68
"Apto";"Shaak Ti";180,35;84,34
"Apto";"Mace Windu";180,25;84,04
"Apto";"Yoda";180,95;83,54
"Apto";"Obi-Wan Kenobi";180,53;84,2
"Apto";"Aayla Secura";180,05;83,09
"Apto";"Obi-Wan Kenobi";180,22;83,46
"Apto";"Obi-Wan Kenobi";181,12;84,25
"Apto";"Shaak Ti";180,15;84,13
"Apto";"Obi-Wan Kenobi";180,6;83,92
"Apto";"Shaak Ti";180,99;84,44
"Defeituoso";"Shaak Ti";180,32;83,36
"Apto";"Obi-Wan Kenobi";180,67;83,39
"Apto";"Obi-Wan Kenobi";181,03;83,72
"Apto";"Shaak Ti";180,83;83,86
"Apto";"Obi-Wan Kenobi";180,65;83,83
"Apto";"Obi-Wan Kenobi";180,95;83,3
"Apto";"Obi-Wan Kenobi";180,07;83,77
"Apto";"Aayla Secura";180,56;83,93
"Apto";"Yoda";180,23;84,08
"Apto";"Obi-Wan Kenobi";180,11;83,29
"Apto";"Yoda";180,55;83,25
"Apto";"Mace Windu";180,29;83,13
"Apto";"Mace Windu";180,75;84,04
"Defeituoso";"Yoda";180,26;83,29
"Apto";"Yoda";180,7;83,35
"Defeituoso";"Yoda";180,46;83,03
"Defeituoso";"Shaak Ti";180,38;83,02
"Apto";"Obi-Wan Kenobi";180,69;83,51
"Apto";"Yoda";180,02;84,19
"Apto";"Obi-Wan Kenobi";180,59;83,37
"Apto";"Yoda";180,18;83,77
"Apto";"Aayla Secura";180,14;84,26
"Apto";"Obi-Wan Kenobi";180,96;84,39
"Apto";"Obi-Wan Kenobi";181,02;83,47
"Apto";"Obi-Wan Kenobi";181,05;83,36
"Apto";"Yoda";180,44;84,14
"Apto";"Obi-Wan Kenobi";180,23;84,3
"Apto";"Shaak Ti";180,38;83,86
"Defeituoso";"Shaak Ti";180,43;83,35
"Apto";"Mace Windu";180,01;84,48
"Apto";"Shaak Ti";180,93;84,21
"Apto";"Aayla Secura";180,67;84,22
"Apto";"Mace Windu";180,3;83,39
"Apto";"Yoda";180,69;83,69
"Apto";"Obi-Wan Kenobi";181,07;83,38
"Apto";"Shaak Ti";180,54;83,48
"Apto";"Shaak Ti";180,7;83,04
"Apto";"Mace Windu";180,26;83,6
"Apto";"Obi-Wan Kenobi";181,03;84,35
"Defeituoso";"Shaak Ti";180,38;83,24
"Apto";"Shaak Ti";181,18;83,6
"Apto";"Obi-Wan Kenobi";181,08;84,18
"Defeituoso";"Yoda";180,45;83,13
"Apto";"Aayla Secura";180,18;83,85
"Apto";"Mace Windu";180,65;84,21
"Apto";"Mace Windu";180,03;83,86
"Apto";"Yoda";181,09;84,46
"Apto";"Shaak Ti";180,21;83,1
"Apto";"Shaak Ti";181,08;83,77
"Apto";"Mace Windu";180,94;83,83
"Apto";"Aayla Secura";180,96;84,23
"Apto";"Shaak Ti";181,07;83,31
"Apto";"Aayla Secura";180,7;83,71
"Apto";"Mace Windu";180,15;83,05
"Defeituoso";"Shaak Ti";180,51;83,23
"Apto";"Aayla Secura";180,83;83,3
"Apto";"Obi-Wan Kenobi";181,19;83,14
"Apto";"Aayla Secura";180,14;84,13
"Apto";"Shaak Ti";181,06;83,58
"Apto";"Yoda";180,98;84,09
"Apto";"Aayla Secura";180,9;83,27
"Apto";"Aayla Secura";180,95;84,14
"Apto";"Mace Windu";181,16;83,54
"Apto";"Yoda";180,36;84,37
"Apto";"Aayla Secura";180,41;83,66
"Apto";"Shaak Ti";180,68;83,14
"Apto";"Obi-Wan Kenobi";180,03;83,84
"Apto";"Yoda";180,07;83,48
"Apto";"Mace Windu";181,01;83,29
"Apto";"Aayla Secura";181;84,43
"Apto";"Yoda";180,49;83,91
"Apto";"Shaak Ti";180,84;84,14
"Apto";"Aayla Secura";180,98;83,14
"Apto";"Aayla Secura";181,12;83,71
"Apto";"Obi-Wan Kenobi";181,05;83,1
"Apto";"Shaak Ti";180,14;84,01
"Apto";"Mace Windu";180,93;84,23
"Apto";"Shaak Ti";180,72;84,35
"Apto";"Yoda";181,01;84,05
"Defeituoso";"Shaak Ti";180,37;83,06
"Apto";"Shaak Ti";180,84;84,35
"Apto";"Obi-Wan Kenobi";180,04;83,89
"Apto";"Shaak Ti";180,08;84,41
"Apto";"Obi-Wan Kenobi";181,14;83,32
"Apto";"Obi-Wan Kenobi";180,84;83,52
"Apto";"Obi-Wan Kenobi";180,49;84,42
"Apto";"Mace Windu";181,03;84,28
"Apto";"Shaak Ti";180,57;83,62
"Apto";"Shaak Ti";180,32;84,31
"Apto";"Yoda";180,66;83,65
"Apto";"Aayla Secura";180,57;84,42
"Apto";"Aayla Secura";180,26;83,35
"Apto";"Mace Windu";180,56;83,14
"Apto";"Aayla Secura";180,67;83,93
"Defeituoso";"Yoda";180,5;83,13
"Apto";"Mace Windu";181,02;83,05
"Apto";"Yoda";180,89;83,25
"Apto";"Mace Windu";180,19;83,54
"Apto";"Mace Windu";180,77;83,61
"Defeituoso";"Yoda";180,55;83,05
"Defeituoso";"Shaak Ti";180,26;83,05
"Apto";"Shaak Ti";180,08;83,97
"Defeituoso";"Yoda";180,54;83,38
"Apto";"Mace Windu";180,18;83,41
"Apto";"Yoda";180,08;83,24
"Apto";"Shaak Ti";180,19;83,3
"Apto";"Shaak Ti";180,33;84,43
"Apto";"Shaak Ti";180,71;83,99
"Apto";"Obi-Wan Kenobi";180,27;83,05
"Apto";"Yoda";180,33;83,62
"Apto";"Shaak Ti";180,14;83,66
"Apto";"Mace Windu";180,9;83,5
"Apto";"Obi-Wan Kenobi";180,27;83,35
"Apto";"Shaak Ti";180,11;84,48
"Apto";"Obi-Wan Kenobi";180,54;84,47
"Apto";"Aayla Secura";180,51;83,95
"Apto";"Shaak Ti";181,13;83,73
"Apto";"Aayla Secura";181,06;84,14
"Apto";"Yoda";180,08;83,6
"Apto";"Aayla Secura";180,37;83,36
"Defeituoso";"Yoda";180,28;83,21
"Apto";"Yoda";180,43;84,21
"Apto";"Shaak Ti";180,84;84,28
"Defeituoso";"Shaak Ti";180,37;83,35
"Apto";"Obi-Wan Kenobi";180,73;83,14
"Apto";"Mace Windu";180,4;84,32
"Apto";"Mace Windu";180,65;83,67
"Apto";"Mace Windu";180,69;84,43
"Apto";"Shaak Ti";181,03;83,46
"Apto";"Mace Windu";180,5;84,35
"Apto";"Shaak Ti";180,2;84,42
"Apto";"Shaak Ti";180,99;83,09
"Apto";"Obi-Wan Kenobi";180,89;83,83
"Apto";"Obi-Wan Kenobi";180,81;84
"Defeituoso";"Shaak Ti";180,38;83,22
"Defeituoso";"Shaak Ti";180,28;83,19
"Apto";"Obi-Wan Kenobi";180,44;84,35
"Apto";"Yoda";180,38;83,46
"Apto";"Shaak Ti";180,72;83,75
"Apto";"Obi-Wan Kenobi";180,42;84,07
"Apto";"Aayla Secura";180,53;84,12
"Apto";"Aayla Secura";181,04;84,08
"Apto";"Obi-Wan Kenobi";180,22;83,25
"Apto";"Mace Windu";180,06;84,34
"Apto";"Yoda";180,11;83,61
"Apto";"Aayla Secura";180,52;84,27
"Apto";"Aayla Secura";180,98;84,34
"Apto";"Aayla Secura";180,36;83,67
"Apto";"Shaak Ti";180,95;83,68
"Apto";"Shaak Ti";180,08;83,22
"Apto";"Mace Windu";180,45;84,09
"Apto";"Aayla Secura";180,21;83,88
"Apto";"Obi-Wan Kenobi";180,87;83,19
"Apto";"Aayla Secura";180,7;83,27
"Apto";"Obi-Wan Kenobi";180,14;83,45
"Apto";"Aayla Secura";180,06;83,11
"Apto";"Obi-Wan Kenobi";181,02;84,45
"Defeituoso";"Shaak Ti";180,48;83,2
"Apto";"Mace Windu";180,22;84,37
"Apto";"Obi-Wan Kenobi";180,62;84,25
"Apto";"Mace Windu";180,53;83,32
"Apto";"Aayla Secura";180,75;84,45
"Apto";"Mace Windu";180,77;83,94
"Apto";"Shaak Ti";181,16;83,22
"Apto";"Yoda";181,02;84,24
"Apto";"Obi-Wan Kenobi";180,84;84,09
"Apto";"Yoda";180,35;84,4
"Apto";"Obi-Wan Kenobi";180,66;83,08
"Apto";"Obi-Wan Kenobi";181,14;83,16
"Apto";"Shaak Ti";180,68;84,37
"Apto";"Shaak Ti";180,67;84,23
"Apto";"Mace Windu";180,45;84,12
"Apto";"Yoda";180,36;84,01
"Apto";"Mace Windu";180,68;83,72
"Apto";"Shaak Ti";180,25;83,33
"Defeituoso";"Shaak Ti";180,34;83,18
"Apto";"Obi-Wan Kenobi";180,87;84,35
"Apto";"Shaak Ti";180,95;84,37
"Apto";"Aayla Secura";180,46;84,01
"Apto";"Obi-Wan Kenobi";180,23;83,99
"Apto";"Obi-Wan Kenobi";180,55;84,34
"Defeituoso";"Shaak Ti";180,52;83,15
"Apto";"Obi-Wan Kenobi";180,11;83,72
"Apto";"Shaak Ti";180,15;83,99
"Apto";"Mace Windu";180,59;83,08
"Apto";"Mace Windu";180,01;83,99
"Apto";"Shaak Ti";180,49;83,53
"Apto";"Aayla Secura";180,46;84,42
"Apto";"Yoda";180,42;83,6
"Apto";"Obi-Wan Kenobi";180,45;83,73
"Apto";"Aayla Secura";180,14;83,75
"Defeituoso";"Yoda";180,55;83,18
"Apto";"Obi-Wan Kenobi";180,68;83,14
"Apto";"Shaak Ti";180,37;83,56
"Apto";"Shaak Ti";181,01;84,31
"Apto";"Aayla Secura";180,09;84,01
"Defeituoso";"Shaak Ti";180,38;83,34
"Apto";"Aayla Secura";180,95;83,43
"Apto";"Yoda";180,56;83,45
"Apto";"Aayla Secura";180,52;84,2
"Apto";"Mace Windu";180,56;83,3
"Apto";"Obi-Wan Kenobi";180,28;84,48
"Apto";"Aayla Secura";180,5;84,35
"Apto";"Aayla Secura";180,17;83,24
"Apto";"Yoda";180,77;83,06
"Apto";"Obi-Wan Kenobi";180,36;84,35
"Apto";"Yoda";180,67;83,56
"Apto";"Aayla Secura";180,51;84,14
"Apto";"Shaak Ti";180,95;83,29
"Apto";"Mace Windu";180,27;83,25
"Apto";"Mace Windu";180,14;83,95
"Defeituoso";"Yoda";180,44;83,05
"Apto";"Obi-Wan Kenobi";180,57;84
"Apto";"Mace Windu";180,53;83,35
"Apto";"Obi-Wan Kenobi";180,88;83,35
"Apto";"Aayla Secura";180,9;83,03
"Apto";"Obi-Wan Kenobi";180,94;84,05
"Apto";"Aayla Secura";180,91;84,35
"Apto";"Shaak Ti";180,14;83,34
"Apto";"Shaak Ti";180,17;84,15
"Apto";"Aayla Secura";180,11;83,43
"Apto";"Yoda";180,47;83,7
"Defeituoso";"Shaak Ti";180,38;83,1
"Apto";"Shaak Ti";180,97;83,34
"Apto";"Shaak Ti";181,05;83,19
"Apto";"Yoda";180,82;83,71
"Apto";"Obi-Wan Kenobi";180,53;84,19
"Apto";"Aayla Secura";180,41;84,47
"Apto";"Yoda";180,75;83,52
"Apto";"Mace Windu";180,48;84,07
"Apto";"Obi-Wan Kenobi";180,94;83,56
"Defeituoso";"Yoda";180,42;83,17
"Apto";"Aayla Secura";180,85;83,22
"Apto";"Obi-Wan Kenobi";180,21;83,53
"Defeituoso";"Shaak Ti";180,39;83,12
"Defeituoso";"Shaak Ti";180,38;83,18
"Apto";"Mace Windu";180,43;84,04
"Apto";"Obi-Wan Kenobi";181;84,14
"Apto";"Shaak Ti";181,13;83,1
"Apto";"Obi-Wan Kenobi";180,23;83,51
"Apto";"Aayla Secura";180,86;83,46
"Apto";"Obi-Wan Kenobi";180,43;83,14
"Apto";"Mace Windu";180,86;83,86
"Apto";"Obi-Wan Kenobi";180,13;84,45
"Apto";"Mace Windu";180,36;83,02
"Apto";"Yoda";181,01;84,32
"Apto";"Shaak Ti";180,93;84,28
"Apto";"Aayla Secura";180,36;84,29
"Defeituoso";"Shaak Ti";180,38;83,34
"Apto";"Yoda";180,02;83,47
"Apto";"Shaak Ti";180,72;83,54
"Apto";"Mace Windu";180,49;83,29
"Apto";"Yoda";181,13;84,33
"Defeituoso";"Shaak Ti";180,44;83,26
"Apto";"Mace Windu";180,32;84,33
"Apto";"Yoda";180,98;83,47
"Apto";"Aayla Secura";180,41;83,04
"Apto";"Obi-Wan Kenobi";181,08;83,15
"Defeituoso";"Yoda";180,29;83,05
"Apto";"Mace Windu";180,07;83,85
"Apto";"Aayla Secura";180,82;83,43
"Apto";"Mace Windu";180,76;83,35
"Apto";"Mace Windu";180,64;84,07
"Apto";"Shaak Ti";180,87;84,02
"Apto";"Aayla Secura";180,14;83,74
"Apto";"Shaak Ti";180,64;84,19
"Defeituoso";"Yoda";180,38;83,1
"Apto";"Shaak Ti";180,9;83,97
"Apto";"Yoda";180,79;83,2
"Apto";"Aayla Secura";180,11;83,07
"Defeituoso";"Shaak Ti";180,42;83,08
"Apto";"Yoda";180,65;83,48
"Apto";"Shaak Ti";180,8;83,56
"Apto";"Obi-Wan Kenobi";180,61;83,84
"Apto";"Aayla Secura";180,34;83,57
"Apto";"Shaak Ti";180,88;83,78
"Apto";"Yoda";180,55;83,72
"Apto";"Mace Windu";180,82;83,95
"Apto";"Aayla Secura";181,16;84,18
"Apto";"Obi-Wan Kenobi";180,99;84,33
"Apto";"Shaak Ti";180,34;84,41
"Apto";"Yoda";180,41;83,88
"Apto";"Yoda";180,86;84,26
"Apto";"Aayla Secura";180,88;83,43
"Apto";"Aayla Secura";180,32;83,5
"Apto";"Obi-Wan Kenobi";180,49;83,06
"Defeituoso";"Shaak Ti";180,35;83,02
"Apto";"Shaak Ti";180,96;83,93
"Defeituoso";"Yoda";180,32;83,29
"Apto";"Shaak Ti";180,31;84,42
"Apto";"Yoda";180,04;83,49
"Apto";"Mace Windu";181,05;83,37
"Apto";"Yoda";180,84;83,48
"Defeituoso";"Yoda";180,34;83
"Apto";"Shaak Ti";180,77;84,07
"Apto";"Aayla Secura";180,41;83,69
"Defeituoso";"Shaak Ti";180,33;83,32
"Defeituoso";"Yoda";180,28;83,19
"Apto";"Shaak Ti";180,97;84
"Apto";"Aayla Secura";180,2;83,74
"Apto";"Mace Windu";180,36;83,43
"Apto";"Obi-Wan Kenobi";180,21;84,02
"Apto";"Yoda";180,12;84,45
"Apto";"Aayla Secura";180,87;84,24
"Apto";"Shaak Ti";180,45;83,41
"Apto";"Aayla Secura";181,04;83,33
"Apto";"Shaak Ti";180,65;83,46
"Apto";"Aayla Secura";180,4;84,16
"Defeituoso";"Shaak Ti";180,48;83,29
"Apto";"Aayla Secura";180,26;83,95
"Apto";"Mace Windu";180,03;83,32
"Apto";"Mace Windu";180,94;84,37
"Apto";"Yoda";180,67;84,45
"Apto";"Yoda";180,22;83,92
"Apto";"Mace Windu";180,72;84,04
"Apto";"Yoda";180,06;83,08
"Apto";"Shaak Ti";180,31;84,46
"Apto";"Yoda";180,38;83,8
"Apto";"Obi-Wan Kenobi";180,37;83,67
"Apto";"Mace Windu";180,65;83,7
"Apto";"Aayla Secura";181,08;84,26
"Apto";"Yoda";180,82;83,15
"Apto";"Aayla Secura";180,57;83,69
"Apto";"Obi-Wan Kenobi";180,77;84,45
"Apto";"Yoda";181,09;83,44
"Apto";"Aayla Secura";180;83,29
"Apto";"Mace Windu";180,78;83,31
"Apto";"Aayla Secura";181,19;83,87
"Apto";"Aayla Secura";180,44;84,18
"Apto";"Mace Windu";180,42;84,46
"Apto";"Aayla Secura";180,02;84,13
"Apto";"Obi-Wan Kenobi";180,36;84,48
"Defeituoso";"Yoda";180,44;83,31
"Apto";"Mace Windu";180,61;84,28
"Apto";"Shaak Ti";180,15;83,2
"Apto";"Mace Windu";181,17;84,14
"Apto";"Yoda";180,79;84,01
"Apto";"Yoda";180,55;84,13
"Apto";"Yoda";180,75;83,5
"Apto";"Obi-Wan Kenobi";180,26;83,05
"Defeituoso";"Yoda";180,3;83,24
"Apto";"Obi-Wan Kenobi";180,78;84,32
"Apto";"Shaak Ti";180,01;83,47
"Apto";"Mace Windu";180,04;84,33
"Apto";"Aayla Secura";180,61;84,4
"Apto";"Aayla Secura";180,65;83,38
"Apto";"Shaak Ti";180,08;83,64
"Defeituoso";"Shaak Ti";180,51;83,04
"Apto";"Obi-Wan Kenobi";180,49;83,07
"Apto";"Mace Windu";180,09;83,95
"Apto";"Obi-Wan Kenobi";180,42;84,46
"Apto";"Shaak Ti";181,07;84,03
"Defeituoso";"Shaak Ti";180,46;83,38
"Defeituoso";"Yoda";180,44;83,28
"Apto";"Mace Windu";180,35;83,31
"Apto";"Aayla Secura";180,85;84,38
"Apto";"Yoda";180,63;83,74
"Apto";"Shaak Ti";180,78;83,1
"Apto";"Shaak Ti";180,91;83,35
"Apto";"Mace Windu";181,02;83,75
"Apto";"Aayla Secura";180,84;83,52
"Apto";"Obi-Wan Kenobi";180,49;83,54
"Apto";"Mace Windu";180,06;83,79
"Apto";"Obi-Wan Kenobi";180,68;83,14
"Apto";"Yoda";180,3;83,87
"Apto";"Obi-Wan Kenobi";180,74;84,12
"Apto";"Mace Windu";181,03;83,25
"Apto";"Yoda";180,02;83,28
"Apto";"Obi-Wan Kenobi";180,98;83,28
"Apto";"Aayla Secura";180,23;83,19
"Apto";"Mace Windu";180,7;83,38
"Apto";"Obi-Wan Kenobi";180,77;83,06
"Apto";"Mace Windu";180,66;83,19
"Apto";"Yoda";180,71;83,45
"Apto";"Shaak Ti";180,57;83,26
"Apto";"Aayla Secura";181,14;83,64
"Apto";"Yoda";180,6;84,5
"Apto";"Aayla Secura";181,2;83,56
"Apto";"Yoda";181,17;84,1
"Apto";"Mace Windu";180,13;83,59
"Defeituoso";"Shaak Ti";180,52;83,14
"Apto";"Aayla Secura";180,59;83,04
"Apto";"Aayla Secura";180,68;83,79
"Apto";"Aayla Secura";180,57;83,13
"Defeituoso";"Yoda";180,43;83,11
"Apto";"Aayla Secura";180,58;83,03
"Apto";"Shaak Ti";180,98;83,77
"Defeituoso";"Yoda";180,42;83,12
"Defeituoso";"Yoda";180,38;83,05
"Defeituoso";"Yoda";180,31;83,04
"Apto";"Mace Windu";180,95;83,65
"Apto";"Obi-Wan Kenobi";180,94;83,6
"Apto";"Obi-Wan Kenobi";180,8;84,31
"Apto";"Yoda";180,79;83,18
"Apto";"Aayla Secura";180,11;84,23
"Apto";"Obi-Wan Kenobi";180,86;84,05
"Apto";"Yoda";180,61;83,41
"Apto";"Obi-Wan Kenobi";180,56;83,77
"Apto";"Shaak Ti";180,17;83,91
"Defeituoso";"Yoda";180,54;83,27
"Apto";"Mace Windu";180,3;83,36
"Apto";"Obi-Wan Kenobi";180,25;83,4
"Apto";"Yoda";180,64;84,3
"Defeituoso";"Shaak Ti";180,45;83,1
"Apto";"Shaak Ti";180,96;83,48
"Apto";"Shaak Ti";181,03;83,07
"Apto";"Aayla Secura";180,17;83,52
"Apto";"Shaak Ti";181,1;83,88
